latitude,longitude,modis_ndvi_2000,modis_ndvi_2001,modis_ndvi_2002,modis_ndvi_2003,modis_ndvi_2004,modis_ndvi_2005,modis_ndvi_2006,modis_ndvi_2007,modis_ndvi_2008,modis_ndvi_2009,modis_ndvi_2010,modis_ndvi_2011,modis_ndvi_2012,modis_ndvi_2013,modis_ndvi_2014,modis_ndvi_2015,average_modis_ndvi,modis_ndvi_trend,modis_ndvi_trend_p-value,ccan_ndvi_2000,ccan_ndvi_2001,ccan_ndvi_2002,ccan_ndvi_2003,ccan_ndvi_2004,ccan_ndvi_2005,ccan_ndvi_2006,ccan_ndvi_2007,ccan_ndvi_2008,ccan_ndvi_2009,ccan_ndvi_2010,ccan_ndvi_2011,ccan_ndvi_2012,ccan_ndvi_2013,ccan_ndvi_2014,ccan_ndvi_2015,average_ccan_ndvi,ccan_ndvi_trend,ccan_ndvi_trend_p-value
69.647,-161.97,0.52729,0.56667,0.52767,0.56572,0.63808,0.60966,0.58137,0.63275,0.57844,0.56987,0.56257,0.62143,0.59814,0.63444,0.60858,0.60001,0.58892,0.0035651,0.095747,0.54201,0.51926,0.57245,0.56815,0.60834,0.60963,0.58753,0.60431,0.61144,0.6219,0.59286,0.6184,0.612,0.60482,0.59519,0.61873,0.59294,0.0036133,0.0060258
69.648,-161.94,0.52453,0.56807,0.51358,0.57255,0.63555,0.61774,0.56978,0.62341,0.57483,0.56447,0.56774,0.60405,0.58709,0.63458,0.61761,0.60249,0.58613,0.0038738,0.11507,0.54083,0.52042,0.57699,0.55993,0.60348,0.61143,0.59044,0.6037,0.61604,0.62503,0.59103,0.61971,0.61164,0.61269,0.5963,0.62567,0.59408,0.0041563,0.0018928
69.649,-161.92,0.45635,0.52375,0.49224,0.56178,0.61073,0.59865,0.54307,0.59203,0.56086,0.53819,0.54068,0.57574,0.56147,0.62085,0.58506,0.58455,0.55913,0.0048807,0.079109,0.55206,0.52306,0.56368,0.56564,0.60992,0.61989,0.59985,0.60797,0.61407,0.62508,0.59238,0.61891,0.61972,0.61459,0.60843,0.62691,0.59763,0.0040288,0.0034284
69.651,-161.89,0.4715,0.52583,0.48479,0.5342,0.6254,0.58187,0.53304,0.59733,0.57219,0.55717,0.54319,0.57236,0.54926,0.60953,0.5634,0.55383,0.55468,0.0032479,0.11507,0.55454,0.52628,0.57662,0.57509,0.61049,0.61668,0.59754,0.60353,0.61065,0.61817,0.59556,0.61795,0.6144,0.61411,0.59711,0.62165,0.5969,0.0035357,0.0078997
69.652,-161.87,0.53663,0.58425,0.54973,0.58847,0.632,0.62743,0.59327,0.62594,0.61248,0.56902,0.57762,0.61503,0.61017,0.66065,0.61048,0.57525,0.59803,0.002384,0.34442,0.53981,0.52134,0.56603,0.58113,0.60659,0.61265,0.58402,0.60188,0.60886,0.61896,0.59337,0.61475,0.60893,0.59594,0.59489,0.61707,0.59164,0.0033174,6.08e-10
69.653,-161.84,0.53929,0.60497,0.55524,0.62889,0.67382,0.64874,0.6238,0.66927,0.63434,0.5915,0.61143,0.62376,0.63867,0.67071,0.63643,0.62128,0.62326,0.0026121,0.26035,0.54945,0.52126,0.57357,0.59337,0.61373,0.61971,0.58856,0.60278,0.61268,0.61949,0.59098,0.61683,0.61484,0.60218,0.60056,0.62421,0.59651,0.0030262,0.027377
69.655,-161.81,0.49939,0.58543,0.53612,0.58721,0.66088,0.62494,0.56999,0.63765,0.6019,0.55986,0.59519,0.58961,0.59251,0.63987,0.5913,0.5816,0.59084,0.0011123,0.39231,0.5485,0.52562,0.57848,0.58196,0.61096,0.62133,0.59453,0.60516,0.60846,0.61927,0.59419,0.61865,0.61991,0.60587,0.60451,0.62973,0.59795,0.0039029,0.010279
69.656,-161.79,0.51192,0.58988,0.54677,0.61147,0.66624,0.65027,0.59523,0.65119,0.62171,0.57592,0.60303,0.59922,0.61974,0.639,0.62336,0.60761,0.60703,0.0020734,0.22413,0.5475,0.52545,0.57497,0.58654,0.61391,0.61798,0.58696,0.60568,0.60642,0.61892,0.59716,0.61644,0.61465,0.61264,0.57317,0.62271,0.59507,0.0032323,4.89e-15
69.657,-161.76,0.57481,0.59594,0.5628,0.62599,0.68,0.64237,0.61747,0.66869,0.62108,0.59062,0.61384,0.63275,0.61416,0.66916,0.64172,0.63177,0.62395,0.0031668,0.19167,0.53047,0.5139,0.56267,0.57298,0.6092,0.60918,0.58822,0.60802,0.6104,0.6221,0.59002,0.61594,0.60576,0.59703,0.59038,0.62331,0.5906,0.0035307,0
69.658,-161.74,0.56588,0.60256,0.56262,0.63077,0.69008,0.65011,0.6379,0.66317,0.62024,0.59315,0.6103,0.62821,0.61538,0.66768,0.62748,0.62176,0.62421,0.0021603,0.49946,0.54828,0.52436,0.56689,0.56332,0.6121,0.61301,0.5834,0.60651,0.60925,0.61569,0.59489,0.61511,0.60883,0.59839,0.5894,0.61704,0.59165,0.0035038,3.74e-08
69.66,-161.71,0.56421,0.59012,0.55412,0.62176,0.67157,0.65068,0.60027,0.65678,0.61665,0.58162,0.61072,0.62693,0.60941,0.64548,0.61899,0.6316,0.61568,0.0024926,0.22413,0.55237,0.52541,0.56724,0.56491,0.60779,0.61047,0.58605,0.60137,0.60962,0.61975,0.60319,0.6141,0.61009,0.60232,0.58453,0.61533,0.59216,0.0035762,4.77e-05
69.661,-161.69,0.59891,0.61966,0.57918,0.64645,0.7141,0.67424,0.63496,0.68493,0.6503,0.61921,0.62266,0.64661,0.64571,0.69328,0.64594,0.63625,0.64452,0.0021387,0.39231,0.54597,0.52043,0.56461,0.57039,0.60831,0.60536,0.58914,0.59921,0.61509,0.62163,0.60252,0.61852,0.61055,0.60712,0.59577,0.62044,0.59344,0.004039,2.22e-16
69.662,-161.66,0.61336,0.64051,0.61154,0.68414,0.72862,0.70201,0.65474,0.69994,0.67145,0.64636,0.64065,0.69788,0.66856,0.70837,0.66702,0.66277,0.66862,0.0018785,0.49946,0.5408,0.51899,0.5668,0.55776,0.6067,0.60668,0.5868,0.59644,0.60581,0.61976,0.59691,0.61949,0.61218,0.61115,0.59193,0.61728,0.59097,0.0041524,0.0078997
69.663,-161.64,0.57399,0.6058,0.56644,0.63348,0.69292,0.65033,0.62967,0.64838,0.63116,0.5911,0.60972,0.62732,0.62874,0.67295,0.63226,0.6212,0.62597,0.0017011,0.55835,0.54075,0.51712,0.56161,0.57096,0.60817,0.61067,0.5942,0.59889,0.6091,0.61442,0.59331,0.60954,0.60036,0.60857,0.59085,0.61839,0.59043,0.0038177,0.017024
69.616,-162.37,0.50639,0.5231,0.50067,0.5367,0.61272,0.63797,0.59638,0.63442,0.56262,0.57613,0.61187,0.61274,0.59761,0.61522,0.61624,0.59136,0.58326,0.006771,0.03434,0.52201,0.49964,0.57542,0.54547,0.60223,0.60125,0.57386,0.59358,0.58769,0.59649,0.57587,0.59737,0.59098,0.59541,0.58209,0.61115,0.57816,0.0031525,0.042763
69.618,-162.34,0.41759,0.37646,0.40971,0.43478,0.49399,0.53574,0.43652,0.49891,0.50745,0.46789,0.52416,0.47093,0.43812,0.5376,0.41867,0.49332,0.46636,0.0050388,0.079109,0.52549,0.51275,0.56986,0.55081,0.59778,0.60027,0.56244,0.58643,0.58751,0.59859,0.5775,0.59822,0.59061,0.58679,0.57727,0.60392,0.57664,0.0032314,0.03434
69.619,-162.32,0.42214,0.46182,0.45804,0.52408,0.58624,0.53254,0.49705,0.56261,0.54342,0.54132,0.51906,0.54812,0.52904,0.56137,0.5155,0.53578,0.52113,0.0039982,0.13735,0.50601,0.49518,0.55133,0.5586,0.5911,0.59939,0.56194,0.58744,0.58832,0.59487,0.57057,0.59303,0.58692,0.5702,0.56545,0.59596,0.56977,0.0028348,0.064903
69.621,-162.29,0.37612,0.44806,0.47979,0.55036,0.52522,0.52902,0.51217,0.52225,0.52864,0.50285,0.5404,0.50623,0.52021,0.59143,0.50255,0.52187,0.50982,0.0035471,0.30043,0.51166,0.49321,0.55111,0.535,0.60045,0.60561,0.56713,0.58802,0.59379,0.59587,0.57327,0.58748,0.5833,0.57871,0.57734,0.60668,0.57179,0.004023,0.095747
69.622,-162.27,0.43213,0.45722,0.45853,0.52319,0.57638,0.55471,0.51886,0.55216,0.54614,0.52219,0.52319,0.57553,0.53838,0.58167,0.55627,0.56504,0.5301,0.0071931,0.0078997,0.51947,0.50945,0.57481,0.54637,0.60725,0.61155,0.58107,0.60087,0.60453,0.61063,0.58742,0.60481,0.60059,0.59432,0.58699,0.61021,0.5844,0.0032456,0.095747
69.623,-162.24,0.16438,0.2545,0.31835,0.27864,0.32839,0.39518,0.33566,0.42728,0.36406,0.33823,0.39505,0.4149,0.34829,0.33804,0.33455,0.44056,0.34225,0.0094938,0.010279,0.51567,0.50552,0.5668,0.54537,0.60434,0.60845,0.57902,0.59365,0.60449,0.60581,0.58143,0.59356,0.59356,0.5762,0.58351,0.60591,0.57896,0.0030319,0.079109
69.625,-162.22,0.073527,0.15832,0.076837,0.010818,0.20987,0.089937,0.034033,0.24059,0.10522,0.19273,0.20159,0.17857,0.065322,0.1386,0.070671,0.25637,0.13144,0.0047697,0.067147,0.53815,0.51638,0.59082,0.58143,0.6214,0.62469,0.61094,0.61587,0.61813,0.6291,0.60269,0.60701,0.61176,0.60926,0.60143,0.63829,0.60108,0.0029592,0.11507
69.626,-162.19,0.54478,0.38302,0.53904,0.56598,0.64357,0.62045,0.6198,0.6274,0.61101,0.55625,0.58731,0.62245,0.60305,0.63875,0.59635,0.59063,0.58437,0.0032665,0.26035,0.51719,0.48499,0.53958,0.53141,0.58741,0.59604,0.56366,0.58607,0.57954,0.59003,0.5643,0.58626,0.58999,0.57345,0.5725,0.60088,0.56646,0.004043,0.027377
69.627,-162.17,0.55004,0.57696,0.53577,0.60773,0.64601,0.62475,0.59989,0.63119,0.60516,0.57383,0.58767,0.61312,0.60959,0.65164,0.64272,0.60817,0.60401,0.0033848,0.079109,0.50809,0.50098,0.55506,0.54455,0.59794,0.60315,0.57061,0.59328,0.59813,0.60337,0.58918,0.59734,0.59789,0.59381,0.58576,0.61337,0.57828,0.0045948,0.027377
69.629,-162.14,0.508,0.5721,0.53451,0.58202,0.62636,0.61042,0.58441,0.6076,0.58313,0.5632,0.55705,0.59176,0.58089,0.6185,0.59871,0.58235,0.58131,0.0018015,0.30043,0.5354,0.51626,0.57327,0.56206,0.61639,0.61584,0.59183,0.61102,0.6096,0.61894,0.60015,0.61258,0.61067,0.61544,0.59933,0.61793,0.59417,0.003495,0.03434
69.63,-162.12,0.52329,0.55405,0.51628,0.57427,0.63541,0.59666,0.5894,0.62495,0.58859,0.54253,0.58506,0.63237,0.5902,0.64499,0.6085,0.59598,0.58766,0.003969,0.042763,0.54289,0.52248,0.5679,0.56512,0.61156,0.61556,0.58777,0.60673,0.61169,0.6111,0.58441,0.60947,0.60533,0.59789,0.59036,0.61694,0.59045,0.0032586,0.095747
69.631,-162.09,0.49637,0.5537,0.51759,0.56882,0.60978,0.5923,0.58259,0.61514,0.57697,0.54097,0.56988,0.59283,0.57406,0.6224,0.59013,0.5829,0.57415,0.0029746,0.064903,0.52829,0.51968,0.56791,0.55907,0.61041,0.61325,0.58797,0.60063,0.61041,0.61494,0.59204,0.60864,0.60756,0.61075,0.5972,0.61975,0.59053,0.0040264,0.010279
69.633,-162.07,0.38312,0.46048,0.40627,0.53946,0.59716,0.53342,0.49814,0.54836,0.54165,0.48734,0.53753,0.55841,0.53038,0.55186,0.53304,0.5189,0.5141,0.0037606,0.26035,0.52307,0.50117,0.54779,0.55664,0.60006,0.60668,0.58313,0.59707,0.60098,0.60786,0.58461,0.6014,0.59209,0.59822,0.5882,0.61215,0.58132,0.0044841,0
69.634,-162.04,0.37741,0.40155,0.42561,0.4096,0.51023,0.49172,0.45098,0.52048,0.48974,0.48469,0.47153,0.51314,0.49751,0.51055,0.43506,0.47131,0.46632,0.0054413,0.095747,0.49896,0.49411,0.54103,0.53553,0.584,0.59026,0.56603,0.58542,0.58841,0.60044,0.57749,0.59602,0.59146,0.57687,0.57787,0.59675,0.56879,0.0041864,0.0078997
69.635,-162.01,0.43206,0.50932,0.48032,0.53657,0.5943,0.54834,0.53089,0.60486,0.56362,0.53154,0.5465,0.55186,0.51906,0.60281,0.58221,0.54901,0.54271,0.0042843,0.052872,0.49874,0.48351,0.54157,0.53316,0.58857,0.59312,0.56559,0.58746,0.5876,0.58976,0.57314,0.59589,0.59058,0.57732,0.57535,0.59459,0.56725,0.0038909,0.013277
69.637,-161.99,0.49714,0.55843,0.54942,0.58503,0.65246,0.64071,0.59262,0.64013,0.61945,0.5799,0.59579,0.61352,0.60307,0.65642,0.62053,0.58634,0.59943,0.0035991,0.11507,0.51401,0.50158,0.5634,0.56175,0.59834,0.6048,0.57984,0.59377,0.59985,0.61501,0.58394,0.61036,0.60692,0.60198,0.59413,0.61971,0.58434,0.0043418,0.002557
69.638,-161.96,0.50483,0.56313,0.53887,0.57189,0.63543,0.59291,0.58736,0.61899,0.58783,0.56138,0.56562,0.59473,0.5628,0.63614,0.59029,0.58023,0.58078,0.0028567,0.19167,0.51492,0.50272,0.54946,0.54673,0.59113,0.60011,0.57495,0.59676,0.60402,0.60826,0.57684,0.60877,0.60048,0.5941,0.587,0.60862,0.57905,0.004426,0.0045623
69.639,-161.94,0.44771,0.4836,0.4763,0.52158,0.60606,0.57374,0.5226,0.5913,0.52467,0.5385,0.51195,0.57138,0.56157,0.61543,0.59176,0.5708,0.54431,0.0071784,0.017024,0.53839,0.51644,0.57413,0.57354,0.60867,0.61258,0.5899,0.60278,0.60934,0.61904,0.58409,0.61033,0.60928,0.61349,0.60284,0.6334,0.59364,0.0040546,0.00094366
69.64,-161.91,0.40555,0.48045,0.4366,0.53441,0.5891,0.55793,0.51855,0.57761,0.52295,0.50373,0.50697,0.56485,0.54576,0.60377,0.57014,0.5763,0.53092,0.0072789,0.021667,0.54547,0.51698,0.57377,0.57387,0.60769,0.61357,0.59196,0.6011,0.61219,0.62117,0.59162,0.61981,0.61418,0.61298,0.60409,0.63052,0.59569,0.0043251,0.002557
69.642,-161.89,0.47274,0.52895,0.47364,0.54429,0.60844,0.59672,0.54309,0.57626,0.57886,0.55419,0.53932,0.57276,0.55914,0.61053,0.5856,0.56267,0.5567,0.0037285,0.064903,0.53044,0.51052,0.55834,0.55955,0.59866,0.60806,0.57925,0.59703,0.60186,0.61321,0.57932,0.60868,0.60295,0.60234,0.59237,0.61621,0.58493,0.004422,0.0034284
69.643,-161.86,0.44808,0.51205,0.48632,0.52984,0.62141,0.57817,0.5419,0.55959,0.53368,0.53757,0.52436,0.54417,0.52932,0.61107,0.54973,0.52812,0.53971,0.0024562,0.30043,0.5265,0.50866,0.55262,0.55986,0.59767,0.6032,0.57361,0.59422,0.59735,0.61132,0.58114,0.60424,0.60194,0.59081,0.58206,0.60829,0.58084,0.0039107,0.013277
69.644,-161.84,0.588,0.60842,0.57853,0.64609,0.6753,0.66337,0.63514,0.66785,0.64789,0.59115,0.61686,0.63465,0.63985,0.69274,0.64289,0.64604,0.63592,0.002716,0.22413,0.54854,0.5197,0.57655,0.57486,0.6103,0.6134,0.58487,0.60145,0.61066,0.61677,0.59441,0.61754,0.60919,0.59962,0.59128,0.6178,0.59293,0.0030807,0.017024
69.646,-161.81,0.53663,0.58425,0.54973,0.58847,0.632,0.62743,0.59327,0.62594,0.61248,0.56902,0.57762,0.61503,0.61017,0.66065,0.61048,0.57525,0.59803,0.002384,0.34442,0.53981,0.52134,0.56603,0.58112,0.60658,0.61265,0.58402,0.60187,0.60886,0.61896,0.59336,0.61475,0.60893,0.59593,0.59489,0.61707,0.59164,0.0033182,6.08e-10
69.647,-161.79,0.54792,0.59379,0.5508,0.61987,0.688,0.65953,0.61462,0.64598,0.61643,0.5847,0.60823,0.60815,0.63053,0.64951,0.63099,0.61485,0.61649,0.0018602,0.30043,0.54149,0.51588,0.5675,0.57876,0.60853,0.61425,0.58122,0.60021,0.60972,0.61752,0.59634,0.61954,0.61341,0.61135,0.58245,0.62124,0.59246,0.0040605,0
69.648,-161.76,0.56276,0.58049,0.55709,0.62125,0.69119,0.65796,0.62696,0.67315,0.63544,0.58503,0.60096,0.62043,0.62757,0.66342,0.64017,0.6274,0.6232,0.0039062,0.16281,0.53116,0.51552,0.56622,0.58405,0.61116,0.614,0.58853,0.60793,0.61399,0.62381,0.59587,0.61899,0.60985,0.60064,0.59072,0.6208,0.59333,0.003341,0.021667
69.649,-161.73,0.58102,0.5946,0.58166,0.64094,0.69088,0.65982,0.63735,0.66619,0.6479,0.60449,0.6233,0.63249,0.63591,0.67816,0.64535,0.64041,0.63503,0.0032667,0.22413,0.54671,0.52523,0.56559,0.56827,0.60679,0.61341,0.58924,0.60586,0.60862,0.61854,0.59384,0.60926,0.61088,0.59576,0.59604,0.61615,0.59189,0.003527,4.22e-15
69.651,-161.71,0.59902,0.63321,0.60261,0.65314,0.70424,0.68137,0.67004,0.69644,0.66289,0.60429,0.62886,0.65628,0.65485,0.69351,0.65466,0.65199,0.65296,0.0014292,0.62043,0.54759,0.52462,0.56483,0.56483,0.60678,0.61061,0.58145,0.59778,0.60986,0.61937,0.59831,0.61708,0.61007,0.59642,0.593,0.61868,0.59133,0.0041394,0.017024
69.652,-161.68,0.61547,0.64106,0.605,0.67601,0.72585,0.69646,0.6685,0.70151,0.67001,0.62792,0.63817,0.66147,0.66785,0.70398,0.6734,0.67242,0.66532,0.0022546,0.34442,0.53823,0.51975,0.56561,0.57978,0.61472,0.6084,0.58403,0.59615,0.61143,0.61857,0.60351,0.61585,0.60914,0.60132,0.58535,0.62024,0.592,0.0033804,6.69e-10
69.653,-161.66,0.63306,0.66585,0.61837,0.67958,0.73778,0.71588,0.67405,0.71302,0.70485,0.64698,0.66372,0.69712,0.68175,0.72521,0.69082,0.69363,0.68385,0.0021845,0.26035,0.54704,0.52034,0.56835,0.57232,0.60374,0.60475,0.58076,0.59457,0.60813,0.61683,0.60053,0.61117,0.6053,0.59663,0.58354,0.61128,0.58908,0.0031739,0.00037932
69.655,-161.63,0.59891,0.61966,0.57918,0.64645,0.7141,0.67424,0.63496,0.68493,0.6503,0.61921,0.62266,0.64661,0.64571,0.69328,0.64594,0.63625,0.64452,0.0021387,0.39231,0.54596,0.52043,0.5646,0.57038,0.6083,0.60536,0.58914,0.5992,0.61509,0.62163,0.60252,0.61852,0.61055,0.60712,0.59577,0.62044,0.59344,0.0040391,2.22e-16
69.608,-162.37,0.45116,0.49959,0.4674,0.52988,0.54798,0.5851,0.51057,0.60459,0.56826,0.54616,0.56005,0.57944,0.56976,0.52843,0.50588,0.54352,0.53736,0.0041095,0.22413,0.50471,0.49521,0.57056,0.54427,0.59942,0.60118,0.57699,0.59681,0.5971,0.60032,0.57941,0.59685,0.5868,0.5922,0.58207,0.61179,0.57723,0.0031964,0.052872
69.609,-162.34,0.31034,0.34107,0.31795,0.4299,0.44123,0.46898,0.40113,0.48605,0.44262,0.4503,0.35192,0.41108,0.44629,0.48756,0.38616,0.4605,0.41457,0.0057253,0.042763,0.54452,0.51199,0.59216,0.59545,0.63197,0.63028,0.61078,0.62019,0.62712,0.63757,0.60645,0.61209,0.6117,0.62931,0.60589,0.63629,0.60649,0.0030612,0.064903
69.61,-162.32,0.31742,0.4595,0.42642,0.51067,0.51373,0.55103,0.50214,0.49976,0.53271,0.47712,0.44807,0.51911,0.5093,0.52384,0.43715,0.51049,0.48365,0.0020557,0.39231,0.48783,0.47771,0.53826,0.51366,0.58264,0.59241,0.55337,0.57419,0.57417,0.57794,0.55719,0.58083,0.57256,0.55596,0.56315,0.58621,0.5555,0.0037306,0.079109
69.612,-162.29,0.43202,0.46107,0.46007,0.53717,0.51962,0.52744,0.50608,0.56317,0.532,0.47997,0.51373,0.54096,0.50583,0.50712,0.52839,0.53461,0.50933,0.0034174,0.073809,0.49747,0.48621,0.54199,0.51598,0.58397,0.59228,0.55608,0.57896,0.57699,0.58031,0.56198,0.58289,0.57213,0.55861,0.56479,0.59221,0.55893,0.0036929,0.079109
69.613,-162.26,0.33041,0.4674,0.45799,0.4964,0.5854,0.55231,0.50242,0.56279,0.53409,0.4948,0.49524,0.56241,0.51408,0.58691,0.54486,0.54281,0.5144,0.0057839,0.052872,0.50078,0.49154,0.55503,0.53553,0.59653,0.6028,0.55983,0.58396,0.59074,0.5953,0.5723,0.5922,0.58543,0.5734,0.57367,0.60137,0.5694,0.0039584,0.052872
69.614,-162.24,0.37612,0.44806,0.47979,0.55036,0.52522,0.52902,0.51217,0.52225,0.52864,0.50285,0.5404,0.50623,0.52021,0.59143,0.50255,0.52187,0.50982,0.0035471,0.30043,0.51166,0.4932,0.5511,0.53499,0.60043,0.60561,0.56713,0.58802,0.59379,0.59587,0.57327,0.58748,0.5833,0.57871,0.57734,0.60669,0.57179,0.0040263,0.095747
69.616,-162.21,0.094806,-9999,-9999,0.046528,0.022847,0.16651,0.034645,-9999,0.09832,0.23526,0.070425,0.098703,0.16144,0.14658,0.026817,0.089444,-9999,-9999,-9999,0.52689,-9999,-9999,0.5844,0.61155,0.61551,0.59597,-9999,0.61549,0.61898,0.58915,0.60777,0.60864,0.59585,0.59221,0.62654,-9999,-9999,-9999
69.617,-162.19,0.49611,0.003807,0.41951,0.46724,0.38586,0.5136,0.5722,0.33491,0.42787,0.439,0.24742,0.52924,0.45417,0.5259,0.50728,0.38345,0.41922,0.0032391,0.55835,0.49783,0.47925,0.533,0.52598,0.57819,0.58481,0.55276,0.57792,0.57696,0.57787,0.56124,0.57494,0.57281,0.56086,0.56282,0.58755,0.55655,0.0035091,0.13735
69.618,-162.16,0.53572,0.58221,0.53646,0.59054,0.64541,0.622,0.59196,0.6592,0.60597,0.56772,0.58707,0.60917,0.61486,0.64109,0.6108,0.60662,0.60043,0.0030273,0.079109,0.50742,0.49566,0.54876,0.54557,0.59624,0.60374,0.57393,0.59174,0.59633,0.60547,0.57963,0.59873,0.59612,0.59095,0.5857,0.61161,0.57672,0.0046639,0.021667
69.62,-162.14,0.52781,0.56671,0.5328,0.58032,0.62669,0.60214,0.58422,0.62458,0.60043,0.54762,0.56816,0.59321,0.58922,0.65406,0.61047,0.59935,0.58799,0.0033703,0.064903,0.52531,0.51179,0.56843,0.56097,0.61235,0.61314,0.58932,0.60932,0.60796,0.61755,0.5889,0.6068,0.60527,0.60053,0.58689,0.6199,0.58903,0.0035899,0.13735
69.621,-162.11,0.51604,0.57501,0.5122,0.5838,0.63239,0.6041,0.58932,0.62081,0.59377,0.5516,0.58692,0.59381,0.59742,0.64446,0.61162,0.59375,0.58794,0.002802,0.052872,0.52335,0.51026,0.55984,0.55523,0.60817,0.61357,0.58451,0.60853,0.60736,0.61345,0.59598,0.61246,0.60944,0.60597,0.59298,0.61753,0.58866,0.0042517,3.2e-07
69.622,-162.09,0.508,0.5721,0.53451,0.58202,0.62636,0.61042,0.58441,0.6076,0.58313,0.5632,0.55705,0.59176,0.58089,0.6185,0.59871,0.58235,0.58131,0.0018015,0.30043,0.5354,0.51626,0.57326,0.56205,0.61638,0.61584,0.59183,0.61102,0.6096,0.61894,0.60015,0.61258,0.61067,0.61544,0.59933,0.61793,0.59417,0.0034952,0.03434
69.624,-162.06,0.42438,0.52915,0.46469,0.55051,0.57356,0.56144,0.5427,0.58948,0.54738,0.52955,0.51521,0.57914,0.55836,0.6571,0.56183,0.55917,0.54648,0.0042579,0.052872,0.52358,0.50684,0.56657,0.56176,0.60463,0.60401,0.58508,0.6001,0.60652,0.61461,0.59164,0.60513,0.59708,0.59927,0.58851,0.62061,0.586,0.0038106,0.027377
69.625,-162.04,0.34459,0.44259,0.45561,0.50219,0.55031,0.49616,0.41986,0.54071,0.51414,0.50589,0.49805,0.51647,0.49587,0.54068,0.5239,0.51425,0.49133,0.0052039,0.052872,0.53161,0.51722,0.55541,0.55272,0.6032,0.60296,0.58264,0.59979,0.60585,0.61634,0.58928,0.60594,0.59832,0.5891,0.58742,0.61147,0.58433,0.0041103,0.042763
69.626,-162.01,0.44262,0.50812,0.50675,0.54748,0.60512,0.57622,0.55541,0.59671,0.56627,0.53107,0.53901,0.58892,0.5568,0.61826,0.56735,0.5653,0.55446,0.0047803,0.064903,0.4991,0.50002,0.54858,0.54794,0.59492,0.60068,0.5763,0.59139,0.59359,0.60176,0.57698,0.59937,0.59778,0.58747,0.58337,0.60599,0.57533,0.003767,0.013277
69.628,-161.99,0.50503,0.56363,0.53753,0.61094,0.64666,0.63607,0.58505,0.6509,0.62076,0.57103,0.58323,0.61667,0.60511,0.66769,0.62479,0.61462,0.60248,0.0047445,0.095747,0.5196,0.50581,0.55598,0.55303,0.60418,0.60707,0.58091,0.59755,0.60255,0.60478,0.58124,0.60435,0.60235,0.59137,0.58571,0.60715,0.58148,0.0034753,0.0063077
69.629,-161.96,0.51346,0.57414,0.53459,0.58753,0.64092,0.59255,0.57133,0.62719,0.59909,0.55302,0.57229,0.58668,0.59264,0.63132,0.60232,0.58437,0.58522,0.0028512,0.13735,0.50989,0.49118,0.5472,0.54793,0.59557,0.60213,0.57582,0.59208,0.58909,0.59494,0.57473,0.59677,0.59707,0.58983,0.58274,0.60248,0.57434,0.0038518,0.013277
69.63,-161.93,0.49714,0.55843,0.54942,0.58503,0.65246,0.64071,0.59262,0.64013,0.61945,0.5799,0.59579,0.61352,0.60307,0.65642,0.62053,0.58634,0.59943,0.0035991,0.11507,0.51401,0.50157,0.56338,0.56174,0.59832,0.6048,0.57984,0.59377,0.59985,0.61501,0.58394,0.61036,0.60692,0.60198,0.59413,0.61971,0.58433,0.0043432,0.002557
69.632,-161.91,0.35038,0.4531,0.45448,0.47139,0.53978,0.49252,0.4921,0.54707,0.51104,0.41871,0.45686,0.49889,0.4699,0.56421,0.47419,0.47875,0.47959,0.0029044,0.13735,0.53913,0.50457,0.56492,0.56282,0.61353,0.61496,0.58266,0.60188,0.6111,0.61596,0.58782,0.61102,0.60992,0.60837,0.6004,0.62573,0.59092,0.0045215,0.03434
69.633,-161.88,0.47517,0.48664,0.44419,0.50891,0.60902,0.53485,0.52429,0.58384,0.55748,0.503,0.46234,0.54146,0.53977,0.58396,0.51877,0.54981,0.52647,0.0034314,0.0045,0.52014,0.50447,0.55438,0.55789,0.60207,0.6086,0.57475,0.59352,0.60199,0.60594,0.5815,0.60527,0.60397,0.59421,0.57396,0.62149,0.58151,0.0045539,0.021667
69.634,-161.86,0.50508,0.59117,0.53593,0.58542,0.63776,0.59051,0.57459,0.63736,0.5802,0.58226,0.57261,0.60005,0.57744,0.64657,0.5982,0.59785,0.58831,0.0024679,0.22413,0.51827,0.5124,0.55071,0.5518,0.59509,0.59729,0.5665,0.5875,0.59279,0.60529,0.57804,0.60526,0.5929,0.58669,0.57864,0.60435,0.57647,0.0041417,0.021667
69.635,-161.83,0.43452,0.54306,0.50829,0.54363,0.6169,0.59899,0.55108,0.59377,0.56483,0.53028,0.54077,0.55559,0.55325,0.60333,0.5601,0.54331,0.55261,0.0014964,0.30043,0.54049,0.50857,0.55889,0.57227,0.60556,0.60709,0.57505,0.59903,0.60675,0.61452,0.58937,0.61338,0.6057,0.5982,0.58491,0.61399,0.58711,0.0035837,3.5e-13
69.637,-161.81,0.57313,0.61545,0.56426,0.62999,0.66236,0.65043,0.64105,0.65438,0.63699,0.59574,0.60039,0.62218,0.64082,0.67056,0.61397,0.61618,0.62424,0.0020953,0.55835,0.5505,0.52427,0.57368,0.58434,0.6098,0.61346,0.5821,0.5987,0.60879,0.61305,0.59622,0.61521,0.60667,0.60426,0.57823,0.61886,0.59238,0.0032323,1.18e-13
