latitude,longitude,modis_ndvi_2000,modis_ndvi_2001,modis_ndvi_2002,modis_ndvi_2003,modis_ndvi_2004,modis_ndvi_2005,modis_ndvi_2006,modis_ndvi_2007,modis_ndvi_2008,modis_ndvi_2009,modis_ndvi_2010,modis_ndvi_2011,modis_ndvi_2012,modis_ndvi_2013,modis_ndvi_2014,modis_ndvi_2015,average_modis_ndvi,modis_ndvi_trend,modis_ndvi_trend_p-value,ccan_ndvi_2000,ccan_ndvi_2001,ccan_ndvi_2002,ccan_ndvi_2003,ccan_ndvi_2004,ccan_ndvi_2005,ccan_ndvi_2006,ccan_ndvi_2007,ccan_ndvi_2008,ccan_ndvi_2009,ccan_ndvi_2010,ccan_ndvi_2011,ccan_ndvi_2012,ccan_ndvi_2013,ccan_ndvi_2014,ccan_ndvi_2015,average_ccan_ndvi,ccan_ndvi_trend,ccan_ndvi_trend_p-value
69.448,-162.3,0.54112,0.62432,0.55956,0.61386,0.67778,0.64728,0.6364,0.674,0.65684,0.59413,0.61392,0.63429,0.62528,0.66884,0.6493,0.63724,0.62838,0.0032041,0.16281,0.55714,0.53568,0.59504,0.5972,0.62528,0.62596,0.59239,0.61414,0.62324,0.63257,0.61059,0.62908,0.62166,0.60823,0.60321,0.63225,0.60648,0.00269,0.052872
69.45,-162.27,0.59709,0.63382,0.57588,0.63849,0.69826,0.67009,0.64888,0.6902,0.67276,0.61223,0.64256,0.65253,0.64452,0.7024,0.66938,0.65334,0.65015,0.0026486,0.095747,0.55592,0.53423,0.59223,0.60705,0.62613,0.62556,0.59131,0.61118,0.61693,0.62989,0.6134,0.63084,0.61456,0.61411,0.60788,0.63112,0.6064,0.0023625,0.021667
69.451,-162.25,0.56986,0.64386,0.58398,0.65307,0.70925,0.67907,0.65275,0.69678,0.67616,0.61596,0.63545,0.66317,0.67785,0.70004,0.6736,0.65892,0.65561,0.0032833,0.19167,0.55443,0.53276,0.58827,0.59333,0.62312,0.62535,0.59186,0.60893,0.62082,0.63082,0.60995,0.62761,0.60851,0.61507,0.6048,0.63114,0.60417,0.0029634,0.021667
69.452,-162.22,0.55523,0.63591,0.58085,0.64667,0.70309,0.66581,0.64424,0.68952,0.65724,0.61382,0.62776,0.66343,0.65806,0.71732,0.66747,0.6476,0.64838,0.002975,0.095747,0.55543,0.53532,0.59239,0.59652,0.62373,0.62765,0.59776,0.61132,0.62507,0.62479,0.60719,0.63535,0.61122,0.61009,0.6065,0.63488,0.60595,0.0026511,0.03434
69.454,-162.2,0.55176,0.61682,0.59721,0.65738,0.70338,0.66803,0.64381,0.70637,0.6684,0.6185,0.6281,0.67086,0.67441,0.71032,0.6854,0.65427,0.65344,0.0052163,0.027377,0.53483,0.51825,0.57857,0.59421,0.62689,0.62865,0.59469,0.61061,0.61855,0.62393,0.6056,0.62678,0.62464,0.6151,0.61144,0.6308,0.60272,0.0033802,0.013277
69.455,-162.17,0.58692,0.63897,0.58707,0.64321,0.69677,0.65887,0.64489,0.68424,0.66883,0.61844,0.63397,0.64768,0.66963,0.68736,0.66245,0.65186,0.64882,0.0031274,0.079109,0.56152,0.53849,0.58408,0.59699,0.62791,0.63552,0.59569,0.61149,0.62241,0.62715,0.6065,0.63343,0.61404,0.60744,0.60751,0.6271,0.60608,0.0031011,0.064903
69.456,-162.14,0.60033,0.6415,0.5976,0.64778,0.71775,0.67344,0.65476,0.71003,0.66015,0.61033,0.62449,0.65352,0.64431,0.6954,0.66209,0.65762,0.65319,0.0020732,0.26035,0.53761,0.52401,0.5907,0.59466,0.62659,0.63035,0.59296,0.60437,0.61813,0.63168,0.61259,0.62721,0.61956,0.59839,0.60245,0.62036,0.60198,0.0027516,0.052872
69.458,-162.12,0.60884,0.66094,0.60467,0.66727,0.71283,0.68587,0.66159,0.71664,0.66829,0.61581,0.63552,0.66561,0.66278,0.71093,0.67974,0.66724,0.66404,0.0013579,0.26035,0.55086,0.52746,0.58391,0.59097,0.61884,0.62593,0.59271,0.61085,0.61667,0.62695,0.62046,0.62738,0.61573,0.61051,0.59878,0.62707,0.60282,0.0033716,0.017024
69.459,-162.09,0.56983,0.6551,0.6073,0.64853,0.72681,0.68663,0.6452,0.71687,0.69133,0.62235,0.65209,0.67076,0.65207,0.71107,0.69274,0.6678,0.66353,0.0030985,0.19167,0.54406,0.52323,0.58168,0.59249,0.61534,0.62142,0.59563,0.61016,0.61772,0.62308,0.61482,0.6278,0.60962,0.61411,0.60342,0.63049,0.60157,0.0034238,0.013277
69.46,-162.07,0.56196,0.65009,0.62674,0.65862,0.74462,0.68911,0.6733,0.71186,0.6865,0.62558,0.65039,0.675,0.6654,0.69451,0.6785,0.67167,0.66649,0.0021388,0.26035,0.54127,0.51953,0.57841,0.59358,0.62001,0.62436,0.59203,0.61132,0.61569,0.61608,0.61163,0.62829,0.61451,0.62756,0.60916,0.64107,0.60278,0.0042217,0.0060258
69.462,-162.04,0.54731,0.63974,0.59451,0.63555,0.72079,0.66214,0.64991,0.69607,0.67855,0.63099,0.62167,0.64745,0.67785,0.69905,0.66187,0.65448,0.65112,0.0040073,0.19167,0.54907,0.52446,0.58112,0.59567,0.62012,0.62231,0.59527,0.60848,0.61747,0.62132,0.61203,0.61631,0.6,0.60759,0.59432,0.624,0.59935,0.0023776,0.11507
69.463,-162.02,0.55401,0.62525,0.60175,0.66025,0.73477,0.68279,0.65209,0.70366,0.66881,0.63124,0.64396,0.66477,0.69453,0.6986,0.67525,0.66857,0.66002,0.004011,0.095747,0.55072,0.5358,0.58701,0.59856,0.61806,0.62342,0.6036,0.61432,0.61694,0.62493,0.61203,0.62171,0.60985,0.60555,0.59327,0.62311,0.60243,0.0020772,0.11507
69.464,-161.99,0.55961,0.64713,0.60204,0.65307,0.71519,0.67669,0.65584,0.70038,0.66802,0.62905,0.64901,0.66136,0.66129,0.72741,0.67443,0.65783,0.65865,0.0026466,0.11507,0.53729,0.51491,0.57383,0.58982,0.60442,0.61637,0.59353,0.60754,0.61642,0.62991,0.61901,0.61588,0.61305,0.60299,0.56726,0.62404,0.59539,0.0033221,0.027377
69.466,-161.97,0.55244,0.62733,0.59121,0.65103,0.71193,0.66733,0.65485,0.69649,0.66164,0.63855,0.63774,0.65804,0.65348,0.71987,0.66157,0.6665,0.65312,0.0036469,0.079109,0.52656,0.51799,0.58177,0.58912,0.61566,0.61633,0.59159,0.60526,0.61671,0.63275,0.61089,0.62725,0.61276,0.60617,0.59788,0.62869,0.59859,0.0035214,0.013277
69.467,-161.94,0.54646,0.63212,0.58452,0.63465,0.6926,0.67564,0.6472,0.6948,0.67631,0.62012,0.62869,0.64334,0.69161,0.69,0.65469,0.65804,0.64818,0.0038038,0.11507,0.53319,0.51993,0.57822,0.59343,0.61573,0.61961,0.59647,0.61234,0.61447,0.62933,0.61384,0.62226,0.61572,0.60751,0.59738,0.6239,0.59958,0.0027236,0.021667
69.468,-161.92,0.55066,0.62809,0.58943,0.63659,0.70973,0.6739,0.65167,0.6964,0.67323,0.62509,0.64474,0.64163,0.66754,0.69312,0.66439,0.66548,0.65073,0.0040626,0.16281,0.53327,0.50497,0.57968,0.59475,0.61143,0.6203,0.59792,0.60722,0.61352,0.62435,0.61155,0.61946,0.61044,0.60883,0.60119,0.63329,0.59826,0.0031653,0.017024
69.47,-161.89,0.5661,0.66232,0.61582,0.65894,0.72804,0.711,0.68206,0.71387,0.68413,0.64952,0.67939,0.66886,0.74471,0.72162,0.69307,0.69204,0.67947,0.0036837,0.079109,0.55377,0.53958,0.59318,0.5999,0.6198,0.62054,0.58972,0.6022,0.61495,0.62387,0.6045,0.62224,0.62074,0.61181,0.61168,0.62508,0.60335,0.0025992,0.0060258
69.471,-161.87,0.57221,0.64534,0.61478,0.6694,0.72461,0.69777,0.68473,0.72566,0.68864,0.64361,0.64447,0.67408,0.69331,0.69844,0.69576,0.67971,0.67203,0.0027652,0.13735,0.54732,0.51973,0.58645,0.60186,0.62402,0.62574,0.59576,0.60489,0.61704,0.62781,0.6118,0.61652,0.61219,0.62371,0.60216,0.63279,0.60311,0.0032555,0.017024
69.472,-161.84,0.60461,0.64371,0.60928,0.6638,0.7244,0.70041,0.66636,0.70886,0.67778,0.64401,0.68857,0.67522,0.69274,0.70207,0.68451,0.67553,0.67262,0.0033769,0.095747,0.55034,0.53074,0.58377,0.59451,0.61989,0.61994,0.59232,0.60315,0.62134,0.6256,0.61004,0.61691,0.61748,0.60758,0.60759,0.62288,0.6015,0.0025596,0.017024
69.473,-161.82,0.57216,0.63993,0.61087,0.65869,0.72977,0.71316,0.67602,0.70971,0.69572,0.65285,0.65982,0.67559,0.70548,0.73444,0.68651,0.68402,0.6753,0.0050529,0.12065,0.56725,0.54722,0.59303,0.60034,0.62317,0.62155,0.58989,0.60343,0.61964,0.62707,0.60615,0.61943,0.61273,0.60176,0.60272,0.61795,0.60333,0.0017782,0.16281
69.475,-161.79,0.55109,0.63663,0.58781,0.63195,0.69204,0.65853,0.64887,0.68363,0.6645,0.63152,0.64344,0.62961,0.6653,0.69685,0.65513,0.66111,0.64613,0.0032274,0.11507,0.56567,0.54225,0.59173,0.59867,0.62776,0.62036,0.59406,0.61459,0.62311,0.62372,0.60146,0.62011,0.61767,0.60896,0.60335,0.62795,0.60509,0.0021197,0.052872
69.476,-161.77,0.54602,0.62878,0.59055,0.62767,0.69946,0.66776,0.64257,0.68249,0.66211,0.62789,0.64545,0.62893,0.662,0.68578,0.65463,0.67469,0.64542,0.0038668,0.017081,0.57344,0.54465,0.5936,0.59754,0.62117,0.61525,0.58869,0.61024,0.61538,0.62589,0.61104,0.62463,0.61059,0.6102,0.6052,0.62136,0.6043,0.0021581,0.064903
69.477,-161.74,0.54626,0.62511,0.5876,0.62753,0.68192,0.66475,0.65412,0.67864,0.66512,0.62787,0.64303,0.63788,0.65164,0.68685,0.65386,0.66279,0.64344,0.0038347,0.064903,0.56893,0.54511,0.5864,0.597,0.62026,0.61778,0.58903,0.60919,0.60534,0.62038,0.60402,0.62378,0.61054,0.61438,0.59516,0.61978,0.60169,0.0025556,0.03434
69.479,-161.72,0.54272,0.62523,0.57823,0.62785,0.68817,0.65955,0.63893,0.67975,0.69025,0.62706,0.6577,0.63378,0.64084,0.67295,0.65452,0.6491,0.64166,0.0034858,0.11507,0.55782,0.53,0.58366,0.58808,0.6102,0.6142,0.58499,0.60032,0.60369,0.61835,0.60059,0.62347,0.60755,0.61945,0.60629,0.62366,0.59827,0.0032926,0.0010139
69.48,-161.69,0.54301,0.62375,0.58409,0.62444,0.69505,0.65265,0.64047,0.67014,0.65255,0.62635,0.65359,0.63411,0.64648,0.69421,0.64767,0.64846,0.63981,0.0033292,0.064903,0.55786,0.53898,0.58743,0.591,0.61267,0.61236,0.58502,0.61628,0.61537,0.62211,0.60814,0.62594,0.61228,0.6134,0.60449,0.6243,0.60173,0.0025369,0.013277
69.481,-161.67,0.59887,0.62973,0.60269,0.64214,0.69278,0.68415,0.64552,0.70049,0.66508,0.633,0.64712,0.6472,0.65,0.68629,0.6632,0.68093,0.65432,0.0037249,0.0014307,0.57894,0.54276,0.59096,0.59478,0.61741,0.61903,0.59197,0.60579,0.60549,0.61483,0.60106,0.62066,0.60454,0.62959,0.60911,0.62109,0.603,0.0023004,0.00061985
69.482,-161.64,0.57265,0.63521,0.59548,0.64439,0.68234,0.66623,0.64153,0.69739,0.66976,0.63058,0.65439,0.64233,0.64413,0.68837,0.65241,0.6433,0.64753,0.0016161,0.22413,0.58107,0.54551,0.59378,0.59467,0.62028,0.61889,0.58909,0.60658,0.60805,0.61665,0.60395,0.61997,0.60122,0.60911,0.58457,0.61589,0.60058,0.0015696,0.043798
69.473,-161.64,0.57054,0.62584,0.58302,0.62392,0.68786,0.65466,0.64501,0.68391,0.66446,0.62899,0.63511,0.63691,0.62987,0.68902,0.6541,0.66996,0.6427,0.0038984,0.052872,0.56757,0.53941,0.58505,0.57849,0.61335,0.61386,0.58584,0.60149,0.61066,0.62565,0.60303,0.62515,0.60754,0.61219,0.59996,0.61964,0.59931,0.0032577,0.00042504
69.472,-161.66,0.54272,0.62523,0.57823,0.62785,0.68817,0.65955,0.63893,0.67975,0.69025,0.62706,0.6577,0.63378,0.64084,0.67295,0.65452,0.6491,0.64166,0.0034858,0.11507,0.55782,0.53,0.58366,0.58808,0.6102,0.6142,0.58499,0.60032,0.60369,0.61835,0.60059,0.62347,0.60755,0.61945,0.60629,0.62366,0.59827,0.0032929,0.0010139
69.471,-161.69,0.54626,0.62511,0.5876,0.62753,0.68192,0.66475,0.65412,0.67864,0.66512,0.62787,0.64303,0.63788,0.65164,0.68685,0.65386,0.66279,0.64344,0.0038347,0.064903,0.56892,0.5451,0.5864,0.597,0.62025,0.61778,0.58903,0.60918,0.60534,0.62038,0.60402,0.62378,0.61054,0.61438,0.59516,0.61978,0.60169,0.0025557,0.03434
69.47,-161.71,0.52745,0.61571,0.56454,0.61051,0.68061,0.64914,0.63099,0.68659,0.65497,0.61474,0.6333,0.62121,0.61481,0.66685,0.65029,0.63587,0.6286,0.0025362,0.13735,0.55769,0.51669,0.58652,0.58508,0.61011,0.61327,0.58417,0.6007,0.59988,0.61594,0.60167,0.61714,0.59987,0.61635,0.59736,0.61383,0.59477,0.0026118,0.021667
69.468,-161.74,0.52134,0.6069,0.56957,0.60343,0.67675,0.64259,0.63145,0.66913,0.64881,0.61309,0.6257,0.60829,0.61087,0.65984,0.64343,0.63467,0.62287,0.0025902,0.16281,0.56305,0.52493,0.58689,0.59143,0.61244,0.61566,0.58835,0.6061,0.6002,0.62302,0.60506,0.61866,0.61022,0.61686,0.60022,0.62492,0.59925,0.0030334,0.0045623
69.467,-161.76,0.53885,0.60428,0.58137,0.60637,0.69668,0.65158,0.645,0.67576,0.64052,0.61791,0.63398,0.62121,0.64479,0.67342,0.65205,0.63589,0.63248,0.0036721,0.11507,0.5587,0.53531,0.58587,0.59767,0.62479,0.61927,0.59162,0.60682,0.61444,0.62338,0.60093,0.62168,0.61176,0.62284,0.60817,0.63171,0.60344,0.0032328,0.010279
69.466,-161.79,0.54481,0.59271,0.60852,0.6365,0.7128,0.66735,0.6555,0.69632,0.665,0.63937,0.64183,0.65315,0.69178,0.71562,0.67356,0.65562,0.65315,0.0057667,0.027377,0.56134,0.53826,0.58805,0.59643,0.61769,0.62296,0.58913,0.61022,0.61948,0.62463,0.60049,0.62217,0.61561,0.61132,0.60591,0.62527,0.60306,0.0029255,0.017024
69.465,-161.81,0.56375,0.65366,0.60925,0.66008,0.73722,0.69557,0.68374,0.70949,0.67743,0.66024,0.66454,0.65668,0.71953,0.73287,0.68549,0.67913,0.67429,0.0036841,0.095747,0.53938,0.52958,0.58545,0.60084,0.6219,0.62228,0.59739,0.60405,0.61863,0.62885,0.60346,0.6224,0.61892,0.61395,0.61092,0.62993,0.603,0.0029782,0.010279
69.463,-161.84,0.5661,0.66232,0.61582,0.65894,0.72804,0.711,0.68206,0.71387,0.68413,0.64952,0.67939,0.66886,0.74471,0.72162,0.69307,0.69204,0.67947,0.0036837,0.079109,0.55377,0.53958,0.59317,0.59989,0.61979,0.62053,0.58972,0.6022,0.61495,0.62387,0.6045,0.62224,0.62074,0.6118,0.61168,0.62508,0.60334,0.0025995,0.0060258
69.462,-161.86,0.59287,0.65155,0.60661,0.65553,0.7111,0.69097,0.67067,0.70165,0.6952,0.62663,0.63798,0.65618,0.65881,0.69833,0.68455,0.66374,0.66265,0.0026354,0.19167,0.54599,0.5283,0.58222,0.59301,0.62477,0.62103,0.59377,0.60533,0.61362,0.62516,0.60744,0.62804,0.61336,0.62117,0.61137,0.6263,0.60256,0.0033286,0.0045623
69.461,-161.89,0.54757,0.63948,0.59303,0.64654,0.69318,0.67196,0.66864,0.6987,0.67593,0.62662,0.62968,0.64552,0.64254,0.69854,0.66635,0.6693,0.65085,0.0039587,0.19167,0.54783,0.51202,0.58772,0.60093,0.62259,0.62861,0.59714,0.60655,0.61721,0.62454,0.60752,0.62533,0.62287,0.61587,0.61357,0.6326,0.60393,0.0031454,0.0078997
69.459,-161.91,0.548,0.60704,0.5953,0.64011,0.69243,0.66518,0.66024,0.68947,0.67477,0.62963,0.6404,0.64144,0.63681,0.68463,0.66432,0.65761,0.64546,0.0035479,0.19167,0.54413,0.50705,0.58271,0.59729,0.62205,0.62511,0.59749,0.6075,0.6139,0.62438,0.60801,0.62113,0.61992,0.6161,0.60759,0.62941,0.60149,0.003047,0.013277
69.458,-161.94,0.53955,0.62905,0.5937,0.62383,0.70283,0.65494,0.65233,0.69376,0.66259,0.61201,0.62463,0.64282,0.68483,0.69246,0.65255,0.63443,0.64352,0.0040679,0.19167,0.53427,0.52206,0.5763,0.59293,0.62151,0.62287,0.60045,0.6096,0.61515,0.6328,0.61535,0.62476,0.61205,0.61084,0.60169,0.63062,0.60145,0.0032015,0.021667
69.457,-161.96,0.54248,0.62489,0.5909,0.62415,0.68152,0.66055,0.65913,0.70605,0.66438,0.60982,0.63223,0.64464,0.6495,0.70654,0.65185,0.63721,0.64286,0.002742,0.16281,0.5311,0.51799,0.57766,0.59186,0.61729,0.61867,0.59833,0.60971,0.61805,0.62701,0.61192,0.62353,0.61425,0.60586,0.59773,0.62673,0.59923,0.0029346,0.027377
69.455,-161.99,0.54731,0.63974,0.59451,0.63555,0.72079,0.66214,0.64991,0.69607,0.67855,0.63099,0.62167,0.64745,0.67785,0.69905,0.66187,0.65448,0.65112,0.0040073,0.19167,0.54907,0.52446,0.58111,0.59566,0.62011,0.62231,0.59527,0.60848,0.61747,0.62132,0.61203,0.61631,0.6,0.60759,0.59432,0.624,0.59934,0.0023781,0.11507
69.454,-162.02,0.55803,0.65618,0.61532,0.65758,0.72173,0.67139,0.65471,0.7073,0.67611,0.62829,0.64221,0.66698,0.67032,0.69483,0.67513,0.6629,0.65994,0.0025028,0.19167,0.54616,0.52212,0.58193,0.5926,0.61238,0.62099,0.59642,0.61276,0.61874,0.62096,0.6114,0.62071,0.60652,0.61349,0.59802,0.62677,0.60012,0.0028586,0.017024
69.453,-162.04,0.53548,0.61685,0.60426,0.63928,0.70736,0.65818,0.63452,0.70244,0.67407,0.63117,0.61407,0.64958,0.66961,0.68308,0.65176,0.65448,0.64539,0.003321,0.13735,0.55305,0.528,0.58225,0.59575,0.62653,0.6258,0.60634,0.61233,0.61688,0.62666,0.61276,0.62055,0.61274,0.60805,0.59808,0.62493,0.60317,0.002388,0.11507
69.452,-162.07,0.60287,0.64569,0.58763,0.6384,0.70004,0.66442,0.63905,0.70756,0.67336,0.64663,0.63749,0.64785,0.64181,0.68939,0.66037,0.66109,0.65273,0.0024307,0.16281,0.55211,0.52268,0.58614,0.59706,0.62547,0.62492,0.59776,0.61451,0.61911,0.62126,0.60711,0.61534,0.6133,0.60963,0.60518,0.62573,0.60233,0.0023632,0.095747
69.45,-162.09,0.57749,0.67239,0.61908,0.66156,0.72924,0.69508,0.67334,0.71934,0.67631,0.62351,0.65805,0.66042,0.66263,0.72058,0.68173,0.67264,0.66896,0.0020241,0.30043,0.53359,0.51368,0.58261,0.59657,0.61714,0.6219,0.59541,0.61055,0.62189,0.62353,0.61446,0.62891,0.5989,0.61556,0.60945,0.63487,0.60119,0.0033484,0.010279
69.449,-162.12,0.5764,0.67414,0.60743,0.67612,0.73811,0.69342,0.66395,0.73292,0.68039,0.63369,0.64874,0.66821,0.67968,0.72956,0.69283,0.67813,0.67336,0.0025501,0.26035,0.53324,0.50782,0.58071,0.58757,0.6211,0.62197,0.59864,0.60675,0.61974,0.61768,0.61317,0.62683,0.60643,0.5985,0.60178,0.61909,0.59756,0.0027898,0.11507
69.448,-162.14,0.55176,0.61682,0.59721,0.65738,0.70338,0.66803,0.64381,0.70637,0.6684,0.6185,0.6281,0.67086,0.67441,0.71032,0.6854,0.65427,0.65344,0.0052163,0.027377,0.53483,0.51825,0.57856,0.59419,0.62688,0.62865,0.59469,0.61061,0.61855,0.62393,0.6056,0.62678,0.62464,0.6151,0.61144,0.6308,0.60272,0.0033821,0.013277
69.446,-162.17,0.55661,0.62589,0.58879,0.64925,0.70709,0.67522,0.63898,0.69039,0.66938,0.62633,0.6368,0.6633,0.66719,0.71505,0.67244,0.65347,0.65226,0.0040681,0.095747,0.5421,0.52568,0.58549,0.59079,0.62596,0.62993,0.59556,0.61189,0.61785,0.6269,0.60687,0.63325,0.62213,0.60435,0.60588,0.63623,0.6038,0.0038449,0.017024
69.445,-162.19,0.54066,0.64532,0.59825,0.65829,0.71903,0.67689,0.65459,0.70744,0.66416,0.60386,0.62051,0.66464,0.67021,0.72652,0.68547,0.66228,0.65613,0.0031344,0.079109,0.55839,0.52532,0.59589,0.59828,0.62386,0.62711,0.59623,0.61255,0.61803,0.62452,0.60908,0.63042,0.61431,0.61482,0.6085,0.64131,0.60616,0.0032322,0.017024
69.443,-162.22,0.56263,0.64679,0.5924,0.65587,0.71013,0.67053,0.65718,0.70179,0.67643,0.60844,0.62322,0.65898,0.6678,0.70467,0.67856,0.65351,0.65431,0.0032626,0.13735,0.54981,0.52454,0.58364,0.59194,0.62588,0.62924,0.59434,0.60706,0.62265,0.61938,0.60417,0.63108,0.61415,0.61738,0.61186,0.63287,0.60375,0.0033313,0.013277
69.442,-162.24,0.59931,0.65058,0.58989,0.65248,0.70458,0.68912,0.65848,0.70261,0.68366,0.61108,0.62833,0.66214,0.65872,0.70826,0.67091,0.65837,0.65803,0.0015726,0.22413,0.55189,0.53642,0.59251,0.59933,0.62667,0.62555,0.59639,0.60944,0.62146,0.63438,0.61224,0.62856,0.61416,0.62082,0.61196,0.64138,0.6077,0.003296,0.013277
69.441,-162.27,0.60097,0.64331,0.58329,0.65495,0.70151,0.66473,0.65558,0.69358,0.67489,0.61201,0.62127,0.65089,0.65502,0.70596,0.67754,0.65782,0.65333,0.0026886,0.11507,0.5564,0.53825,0.59242,0.60368,0.62579,0.62341,0.59099,0.61079,0.61948,0.63841,0.61145,0.6307,0.62216,0.6261,0.6138,0.64418,0.60925,0.0037447,0.0045623
69.439,-162.29,0.57129,0.63232,0.57883,0.63589,0.69534,0.67562,0.6481,0.69452,0.66275,0.60874,0.6279,0.64231,0.63722,0.68205,0.67617,0.64692,0.64475,0.0035848,0.058568,0.56016,0.52312,0.58354,0.59292,0.6228,0.62612,0.59169,0.61188,0.61976,0.63621,0.61007,0.62934,0.613,0.61323,0.61032,0.63137,0.60472,0.0032602,0.017024
69.438,-162.32,0.55338,0.6474,0.58358,0.63981,0.7003,0.66377,0.64065,0.6873,0.66126,0.61463,0.62462,0.64634,0.64791,0.67398,0.65748,0.64247,0.6428,0.0015875,0.34442,0.5747,0.54609,0.59739,0.60308,0.62641,0.63133,0.59246,0.61524,0.6216,0.63507,0.6077,0.6239,0.61146,0.59708,0.60356,0.6241,0.60695,0.0018146,0.16281
69.437,-162.34,0.59285,0.61079,0.58546,0.64507,0.704,0.65908,0.64051,0.68863,0.66247,0.62238,0.62667,0.6446,0.65756,0.68694,0.67256,0.64903,0.64679,0.0036136,0.11507,0.55215,0.53367,0.58817,0.59351,0.6192,0.62885,0.5933,0.61377,0.61489,0.63733,0.61577,0.62414,0.6115,0.6026,0.60809,0.63947,0.60478,0.0035693,0.03434
69.427,-162.36,0.54624,0.61009,0.57844,0.64184,0.70477,0.6691,0.64969,0.69228,0.66888,0.61433,0.62804,0.64722,0.63967,0.68239,0.66502,0.65412,0.64326,0.0041397,0.19167,0.5641,0.5362,0.58954,0.60003,0.62867,0.62735,0.5942,0.61268,0.62088,0.62876,0.60898,0.62343,0.61503,0.61473,0.59129,0.63306,0.60556,0.0026178,9.84e-06
69.428,-162.34,0.57714,0.61893,0.57695,0.62847,0.69473,0.66978,0.64585,0.68819,0.65929,0.60717,0.62228,0.64029,0.64379,0.67759,0.67034,0.64167,0.6414,0.0037332,0.19167,0.56029,0.54094,0.59242,0.60108,0.62793,0.63135,0.59504,0.61784,0.62916,0.63435,0.61413,0.6287,0.61862,0.61739,0.61227,0.64437,0.61037,0.0033694,4.03e-07
69.429,-162.31,0.54695,0.63009,0.59089,0.63377,0.70489,0.67076,0.64198,0.69146,0.66712,0.61477,0.63086,0.64737,0.64557,0.68256,0.66254,0.66337,0.64531,0.0029129,0.11507,0.57275,0.54044,0.59534,0.59719,0.62218,0.62228,0.58942,0.60935,0.61617,0.62954,0.61108,0.61777,0.60778,0.59903,0.59013,0.63443,0.60343,0.002003,0.11507
69.431,-162.29,0.59141,0.6452,0.58269,0.63341,0.69815,0.66556,0.65125,0.68785,0.65416,0.60953,0.62069,0.65108,0.6448,0.68053,0.66912,0.64636,0.64574,0.0019424,0.34442,0.55194,0.53283,0.58869,0.59946,0.62852,0.63238,0.59567,0.614,0.6215,0.63668,0.61836,0.627,0.60898,0.61855,0.61517,0.6428,0.60828,0.0036059,0.021667
69.432,-162.26,0.59423,0.6396,0.57901,0.62531,0.69099,0.66461,0.64263,0.68287,0.65502,0.6116,0.62883,0.64695,0.64718,0.69805,0.66477,0.66077,0.64578,0.0032057,0.064903,0.54038,0.53028,0.59061,0.59955,0.62411,0.62959,0.59303,0.6113,0.61602,0.62877,0.61414,0.62563,0.61661,0.62856,0.61813,0.6443,0.60694,0.0039106,0.002557
69.433,-162.24,0.60082,0.64185,0.58633,0.65489,0.70865,0.67402,0.64814,0.69723,0.65789,0.61285,0.62655,0.65312,0.66243,0.69664,0.66532,0.65217,0.65243,0.0018382,0.26035,0.55258,0.52968,0.59368,0.59905,0.62359,0.63071,0.59917,0.61583,0.62376,0.62492,0.6066,0.63413,0.6158,0.62535,0.61743,0.64226,0.60841,0.0037384,0.002557
69.435,-162.21,0.5851,0.63546,0.58829,0.64184,0.70996,0.68032,0.64579,0.69735,0.66787,0.61186,0.65306,0.64477,0.64271,0.70977,0.65828,0.65319,0.6516,0.0018867,0.16281,0.54229,0.521,0.58768,0.60393,0.63002,0.63021,0.59614,0.60966,0.63032,0.62635,0.61822,0.63229,0.6191,0.6197,0.61572,0.64529,0.60799,0.0033068,0.010279
69.436,-162.19,0.58481,0.64456,0.59502,0.65174,0.70547,0.68141,0.66296,0.71383,0.66887,0.6113,0.62933,0.65974,0.65319,0.71791,0.67821,0.66181,0.65751,0.0029483,0.13735,0.55588,0.52557,0.58882,0.60393,0.62897,0.62836,0.59729,0.61211,0.62196,0.61999,0.60662,0.62717,0.61314,0.61704,0.60686,0.63038,0.60526,0.0026033,0.042763
69.437,-162.16,0.56263,0.64679,0.5924,0.65587,0.71013,0.67053,0.65718,0.70179,0.67643,0.60844,0.62322,0.65898,0.6678,0.70467,0.67856,0.65351,0.65431,0.0032626,0.13735,0.54981,0.52454,0.58362,0.59193,0.62587,0.62924,0.59434,0.60706,0.62265,0.61938,0.60417,0.63108,0.61415,0.61739,0.61186,0.63287,0.60375,0.0033342,0.013277
69.439,-162.14,0.59543,0.63633,0.6046,0.65602,0.72136,0.68963,0.6762,0.71627,0.67255,0.61567,0.63806,0.67301,0.67408,0.73663,0.6841,0.66828,0.66614,0.0035499,0.13735,0.55821,0.5302,0.58299,0.59318,0.62145,0.62456,0.59293,0.61498,0.62124,0.62318,0.60686,0.63171,0.6156,0.61205,0.60766,0.6316,0.60427,0.0033723,0.027377
69.44,-162.11,0.55708,0.6278,0.61283,0.66114,0.71791,0.68395,0.66523,0.71714,0.67379,0.62837,0.62684,0.67958,0.67378,0.73081,0.68141,0.67443,0.66325,0.0031014,0.079109,0.55084,0.51584,0.58923,0.59565,0.62707,0.62629,0.59597,0.61343,0.62262,0.62716,0.61041,0.63194,0.60953,0.61412,0.60361,0.62464,0.60365,0.0026197,0.052872
